id_pedido,cliente,prazo_entrega,centro_origem,centro_destino
256109,Cliente_256109,20,CD_05,CD_13
888009,Cliente_888009,12,CD_01,CD_05
965263,Cliente_965263,15,CD_01,CD_14
860249,Cliente_860249,28,CD_08,CD_03
400636,Cliente_400636,15,CD_08,CD_06
783822,Cliente_783822,11,CD_00,CD_15
943330,Cliente_943330,10,CD_20,CD_14
371233,Cliente_371233,5,CD_19,CD_17
259351,Cliente_259351,1,CD_17,CD_02
776196,Cliente_776196,22,CD_06,CD_13
620377,Cliente_620377,29,CD_19,CD_03
561422,Cliente_561422,28,CD_16,CD_07
140898,Cliente_140898,8,CD_11,CD_15
800624,Cliente_800624,23,CD_01,CD_17
746475,Cliente_746475,30,CD_01,CD_17
279862,Cliente_279862,7,CD_00,CD_06
898595,Cliente_898595,18,CD_15,CD_01
483077,Cliente_483077,8,CD_07,CD_06
831923,Cliente_831923,11,CD_20,CD_02
319004,Cliente_319004,22,CD_15,CD_02
934274,Cliente_934274,19,CD_08,CD_14
935701,Cliente_935701,7,CD_00,CD_01
308717,Cliente_308717,14,CD_07,CD_08
862690,Cliente_862690,30,CD_07,CD_02
402187,Cliente_402187,1,CD_10,CD_19
492754,Cliente_492754,17,CD_20,CD_03
108465,Cliente_108465,4,CD_02,CD_05
453771,Cliente_453771,28,CD_20,CD_07
791977,Cliente_791977,2,CD_14,CD_01
816911,Cliente_816911,21,CD_09,CD_17
898619,Cliente_898619,23,CD_20,CD_00
532089,Cliente_532089,7,CD_10,CD_06
12390,Cliente_12390,4,CD_04,CD_18
220863,Cliente_220863,24,CD_02,CD_08
557732,Cliente_557732,30,CD_15,CD_08
663151,Cliente_663151,11,CD_06,CD_03
955755,Cliente_955755,14,CD_06,CD_19
181683,Cliente_181683,6,CD_09,CD_12
301801,Cliente_301801,29,CD_07,CD_17
579535,Cliente_579535,25,CD_17,CD_19
368389,Cliente_368389,1,CD_17,CD_06
954847,Cliente_954847,15,CD_08,CD_19
954658,Cliente_954658,25,CD_19,CD_11
301836,Cliente_301836,12,CD_05,CD_01
823496,Cliente_823496,10,CD_09,CD_05
421758,Cliente_421758,2,CD_10,CD_05
166505,Cliente_166505,29,CD_19,CD_18
856803,Cliente_856803,6,CD_08,CD_20
92568,Cliente_92568,30,CD_07,CD_19
256284,Cliente_256284,30,CD_19,CD_12
145433,Cliente_145433,30,CD_00,CD_01
479265,Cliente_479265,20,CD_11,CD_14
949346,Cliente_949346,12,CD_05,CD_03
298743,Cliente_298743,7,CD_09,CD_01
921371,Cliente_921371,5,CD_17,CD_14
250040,Cliente_250040,23,CD_01,CD_08
488734,Cliente_488734,13,CD_14,CD_19
643407,Cliente_643407,16,CD_08,CD_07
488246,Cliente_488246,29,CD_13,CD_08
638712,Cliente_638712,18,CD_19,CD_11
382052,Cliente_382052,7,CD_02,CD_18
743492,Cliente_743492,27,CD_15,CD_06
483989,Cliente_483989,24,CD_12,CD_14
256594,Cliente_256594,16,CD_00,CD_10
657004,Cliente_657004,2,CD_06,CD_08
621039,Cliente_621039,15,CD_00,CD_20
729514,Cliente_729514,30,CD_06,CD_15
556039,Cliente_556039,1,CD_06,CD_07
129884,Cliente_129884,11,CD_09,CD_13
482710,Cliente_482710,20,CD_19,CD_07
37443,Cliente_37443,15,CD_06,CD_01
718458,Cliente_718458,8,CD_04,CD_12
142247,Cliente_142247,16,CD_13,CD_20
692727,Cliente_692727,8,CD_16,CD_02
134300,Cliente_134300,19,CD_10,CD_05
155389,Cliente_155389,10,CD_08,CD_05
3722,Cliente_3722,24,CD_04,CD_08
107972,Cliente_107972,12,CD_17,CD_15
776784,Cliente_776784,17,CD_13,CD_00
61393,Cliente_61393,15,CD_07,CD_14
812546,Cliente_812546,12,CD_14,CD_19
681498,Cliente_681498,20,CD_19,CD_06
698059,Cliente_698059,22,CD_09,CD_15
183908,Cliente_183908,24,CD_09,CD_19
724630,Cliente_724630,16,CD_17,CD_01
336659,Cliente_336659,1,CD_05,CD_03
435282,Cliente_435282,2,CD_10,CD_12
50736,Cliente_50736,23,CD_12,CD_05
105264,Cliente_105264,11,CD_02,CD_03
997923,Cliente_997923,16,CD_06,CD_13
420899,Cliente_420899,27,CD_20,CD_14
787961,Cliente_787961,20,CD_19,CD_02
17822,Cliente_17822,13,CD_19,CD_04
342047,Cliente_342047,16,CD_02,CD_12
330009,Cliente_330009,18,CD_05,CD_12
34916,Cliente_34916,23,CD_15,CD_00
497804,Cliente_497804,19,CD_03,CD_09
118459,Cliente_118459,5,CD_12,CD_09
865778,Cliente_865778,26,CD_07,CD_20
566006,Cliente_566006,16,CD_12,CD_04
850695,Cliente_850695,3,CD_00,CD_12
161611,Cliente_161611,17,CD_20,CD_00
486922,Cliente_486922,17,CD_01,CD_19
80850,Cliente_80850,29,CD_12,CD_14
995195,Cliente_995195,14,CD_14,CD_13
782085,Cliente_782085,1,CD_08,CD_12
534301,Cliente_534301,28,CD_12,CD_16
710143,Cliente_710143,7,CD_07,CD_19
731195,Cliente_731195,7,CD_04,CD_13
777888,Cliente_777888,20,CD_12,CD_08
174982,Cliente_174982,2,CD_13,CD_17
36025,Cliente_36025,15,CD_17,CD_16
320521,Cliente_320521,10,CD_14,CD_13
755657,Cliente_755657,29,CD_00,CD_16
544548,Cliente_544548,15,CD_19,CD_13
326615,Cliente_326615,27,CD_00,CD_18
88462,Cliente_88462,16,CD_10,CD_16
366367,Cliente_366367,10,CD_06,CD_15
34913,Cliente_34913,19,CD_20,CD_13
507815,Cliente_507815,2,CD_01,CD_05
512706,Cliente_512706,9,CD_05,CD_19
139876,Cliente_139876,5,CD_13,CD_10
455032,Cliente_455032,17,CD_17,CD_20
915990,Cliente_915990,22,CD_10,CD_15
86610,Cliente_86610,19,CD_11,CD_06
963439,Cliente_963439,18,CD_12,CD_06
552241,Cliente_552241,19,CD_00,CD_09
350864,Cliente_350864,13,CD_17,CD_01
610568,Cliente_610568,8,CD_12,CD_09
799054,Cliente_799054,16,CD_00,CD_02
65693,Cliente_65693,3,CD_11,CD_15
429037,Cliente_429037,29,CD_00,CD_01
512543,Cliente_512543,25,CD_12,CD_02
924911,Cliente_924911,3,CD_19,CD_11
54433,Cliente_54433,23,CD_09,CD_15
128640,Cliente_128640,25,CD_11,CD_20
2238,Cliente_2238,18,CD_01,CD_08
860653,Cliente_860653,5,CD_11,CD_20
707883,Cliente_707883,7,CD_03,CD_07
254760,Cliente_254760,19,CD_16,CD_15
908550,Cliente_908550,6,CD_06,CD_14
305945,Cliente_305945,12,CD_05,CD_20
574669,Cliente_574669,27,CD_10,CD_07
65191,Cliente_65191,27,CD_20,CD_02
469924,Cliente_469924,11,CD_07,CD_12
933821,Cliente_933821,25,CD_02,CD_20
201548,Cliente_201548,15,CD_05,CD_00
765192,Cliente_765192,16,CD_08,CD_13
584685,Cliente_584685,16,CD_15,CD_09
812023,Cliente_812023,1,CD_18,CD_15
742348,Cliente_742348,10,CD_14,CD_05
797625,Cliente_797625,28,CD_11,CD_03
384213,Cliente_384213,7,CD_14,CD_13
906882,Cliente_906882,23,CD_09,CD_06
381777,Cliente_381777,15,CD_13,CD_16
718149,Cliente_718149,24,CD_10,CD_04
909104,Cliente_909104,22,CD_09,CD_01
97658,Cliente_97658,10,CD_03,CD_16
117633,Cliente_117633,5,CD_11,CD_03
484890,Cliente_484890,7,CD_17,CD_06
836084,Cliente_836084,11,CD_04,CD_11
342877,Cliente_342877,25,CD_00,CD_17
772383,Cliente_772383,30,CD_12,CD_11
535234,Cliente_535234,9,CD_19,CD_11
536309,Cliente_536309,27,CD_01,CD_13
199239,Cliente_199239,16,CD_03,CD_01
87518,Cliente_87518,25,CD_18,CD_19
355901,Cliente_355901,8,CD_15,CD_06
912779,Cliente_912779,16,CD_07,CD_09
224419,Cliente_224419,26,CD_15,CD_19
935337,Cliente_935337,21,CD_07,CD_00
879387,Cliente_879387,15,CD_16,CD_11
632399,Cliente_632399,18,CD_01,CD_12
826063,Cliente_826063,8,CD_17,CD_07
256397,Cliente_256397,30,CD_15,CD_05
658885,Cliente_658885,15,CD_15,CD_14
490670,Cliente_490670,26,CD_11,CD_05
355676,Cliente_355676,7,CD_05,CD_17
714741,Cliente_714741,22,CD_19,CD_10
100621,Cliente_100621,22,CD_15,CD_03
760481,Cliente_760481,20,CD_06,CD_10
340973,Cliente_340973,30,CD_06,CD_11
470570,Cliente_470570,8,CD_19,CD_18
217064,Cliente_217064,20,CD_15,CD_05
636035,Cliente_636035,28,CD_03,CD_15
184773,Cliente_184773,17,CD_19,CD_07
244888,Cliente_244888,2,CD_07,CD_04
216018,Cliente_216018,27,CD_14,CD_20
943195,Cliente_943195,27,CD_06,CD_19
211698,Cliente_211698,29,CD_07,CD_13
683594,Cliente_683594,30,CD_17,CD_12
724818,Cliente_724818,1,CD_10,CD_11
17311,Cliente_17311,3,CD_03,CD_00
881132,Cliente_881132,11,CD_18,CD_09
211550,Cliente_211550,4,CD_08,CD_16
976178,Cliente_976178,16,CD_03,CD_20
910315,Cliente_910315,29,CD_07,CD_14
180575,Cliente_180575,9,CD_07,CD_15
809546,Cliente_809546,29,CD_04,CD_08
72745,Cliente_72745,13,CD_14,CD_12
194058,Cliente_194058,22,CD_08,CD_03
205901,Cliente_205901,30,CD_00,CD_05
872624,Cliente_872624,3,CD_17,CD_04
996545,Cliente_996545,30,CD_01,CD_13
274222,Cliente_274222,18,CD_12,CD_08
530488,Cliente_530488,3,CD_10,CD_13
768134,Cliente_768134,10,CD_19,CD_12
994710,Cliente_994710,15,CD_15,CD_16
818510,Cliente_818510,7,CD_16,CD_18
429745,Cliente_429745,9,CD_15,CD_00
900333,Cliente_900333,24,CD_14,CD_05
38417,Cliente_38417,27,CD_07,CD_13
26203,Cliente_26203,13,CD_03,CD_15
295008,Cliente_295008,25,CD_04,CD_00
599552,Cliente_599552,21,CD_16,CD_19
284340,Cliente_284340,6,CD_08,CD_11
193837,Cliente_193837,7,CD_04,CD_03
188366,Cliente_188366,8,CD_00,CD_16
336388,Cliente_336388,10,CD_08,CD_15
648253,Cliente_648253,2,CD_00,CD_09
805792,Cliente_805792,21,CD_18,CD_01
751881,Cliente_751881,16,CD_16,CD_11
754608,Cliente_754608,27,CD_08,CD_07
390315,Cliente_390315,27,CD_16,CD_10
949770,Cliente_949770,23,CD_13,CD_07
61920,Cliente_61920,27,CD_17,CD_20
5665,Cliente_5665,10,CD_20,CD_09
510759,Cliente_510759,14,CD_03,CD_07
20623,Cliente_20623,28,CD_14,CD_12
479168,Cliente_479168,30,CD_05,CD_10
45387,Cliente_45387,1,CD_07,CD_01
746526,Cliente_746526,27,CD_12,CD_06
26358,Cliente_26358,23,CD_03,CD_17
956596,Cliente_956596,15,CD_00,CD_07
903000,Cliente_903000,21,CD_10,CD_17
236241,Cliente_236241,11,CD_09,CD_10
361468,Cliente_361468,21,CD_01,CD_03
168890,Cliente_168890,28,CD_07,CD_14
595628,Cliente_595628,25,CD_12,CD_00
712451,Cliente_712451,4,CD_00,CD_18
466833,Cliente_466833,26,CD_18,CD_12
849389,Cliente_849389,10,CD_00,CD_11
686313,Cliente_686313,19,CD_01,CD_18
909448,Cliente_909448,20,CD_11,CD_19
950768,Cliente_950768,20,CD_16,CD_18
592510,Cliente_592510,2,CD_01,CD_05
738740,Cliente_738740,1,CD_11,CD_19
402638,Cliente_402638,18,CD_19,CD_05
139826,Cliente_139826,2,CD_13,CD_10
801157,Cliente_801157,4,CD_09,CD_00
622618,Cliente_622618,26,CD_11,CD_01
904901,Cliente_904901,20,CD_00,CD_08
407438,Cliente_407438,27,CD_15,CD_09
252114,Cliente_252114,2,CD_10,CD_12
583705,Cliente_583705,17,CD_06,CD_03
425230,Cliente_425230,19,CD_07,CD_02
200959,Cliente_200959,22,CD_05,CD_15
125392,Cliente_125392,29,CD_15,CD_04
738310,Cliente_738310,14,CD_16,CD_14
674995,Cliente_674995,10,CD_12,CD_04
173114,Cliente_173114,5,CD_03,CD_08
429758,Cliente_429758,11,CD_14,CD_01
53024,Cliente_53024,28,CD_06,CD_04
212065,Cliente_212065,15,CD_06,CD_01
99723,Cliente_99723,6,CD_09,CD_05
413518,Cliente_413518,13,CD_17,CD_03
486288,Cliente_486288,15,CD_09,CD_12
121932,Cliente_121932,20,CD_02,CD_15
319766,Cliente_319766,19,CD_08,CD_17
363068,Cliente_363068,12,CD_18,CD_03
170697,Cliente_170697,7,CD_03,CD_10
195235,Cliente_195235,8,CD_05,CD_20
168148,Cliente_168148,5,CD_03,CD_20
309797,Cliente_309797,24,CD_02,CD_01
816934,Cliente_816934,26,CD_14,CD_12
478347,Cliente_478347,8,CD_15,CD_05
804081,Cliente_804081,15,CD_03,CD_02
991102,Cliente_991102,18,CD_13,CD_17
193637,Cliente_193637,27,CD_17,CD_10
134409,Cliente_134409,4,CD_05,CD_17
26745,Cliente_26745,27,CD_15,CD_13
416282,Cliente_416282,25,CD_05,CD_19
919074,Cliente_919074,2,CD_19,CD_06
373376,Cliente_373376,17,CD_00,CD_06
752794,Cliente_752794,11,CD_05,CD_04
668142,Cliente_668142,17,CD_17,CD_09
552858,Cliente_552858,4,CD_17,CD_09
719863,Cliente_719863,25,CD_20,CD_12
494431,Cliente_494431,6,CD_08,CD_07
758863,Cliente_758863,8,CD_10,CD_00
344872,Cliente_344872,1,CD_04,CD_19
426064,Cliente_426064,19,CD_04,CD_19
441397,Cliente_441397,16,CD_02,CD_16
775985,Cliente_775985,8,CD_08,CD_14
7241,Cliente_7241,30,CD_09,CD_07
282832,Cliente_282832,30,CD_18,CD_11
228649,Cliente_228649,13,CD_05,CD_03
432170,Cliente_432170,16,CD_20,CD_02
993883,Cliente_993883,9,CD_16,CD_09
279364,Cliente_279364,3,CD_09,CD_10
97577,Cliente_97577,19,CD_14,CD_16
866628,Cliente_866628,6,CD_00,CD_03
426298,Cliente_426298,2,CD_01,CD_03
169023,Cliente_169023,29,CD_09,CD_20
198329,Cliente_198329,16,CD_04,CD_19
783539,Cliente_783539,24,CD_19,CD_08
95162,Cliente_95162,23,CD_08,CD_02
136472,Cliente_136472,19,CD_20,CD_05
295274,Cliente_295274,10,CD_19,CD_09
747168,Cliente_747168,30,CD_01,CD_00
134993,Cliente_134993,24,CD_05,CD_19
923705,Cliente_923705,14,CD_16,CD_13
485712,Cliente_485712,4,CD_06,CD_14
588743,Cliente_588743,23,CD_17,CD_06
840098,Cliente_840098,17,CD_18,CD_02
482733,Cliente_482733,27,CD_02,CD_19
340124,Cliente_340124,4,CD_11,CD_16
67587,Cliente_67587,7,CD_01,CD_11
397614,Cliente_397614,16,CD_09,CD_08
483998,Cliente_483998,5,CD_19,CD_06
632097,Cliente_632097,28,CD_16,CD_17
87052,Cliente_87052,28,CD_06,CD_00
448472,Cliente_448472,17,CD_17,CD_18
706007,Cliente_706007,26,CD_03,CD_08
713937,Cliente_713937,7,CD_17,CD_12
884543,Cliente_884543,6,CD_12,CD_03
836579,Cliente_836579,10,CD_20,CD_13
355074,Cliente_355074,7,CD_04,CD_07
289984,Cliente_289984,15,CD_08,CD_01
287833,Cliente_287833,3,CD_02,CD_17
99391,Cliente_99391,29,CD_03,CD_11
739971,Cliente_739971,5,CD_09,CD_19
451100,Cliente_451100,30,CD_18,CD_12
218520,Cliente_218520,8,CD_03,CD_10
660077,Cliente_660077,7,CD_00,CD_05
436206,Cliente_436206,27,CD_03,CD_02
601689,Cliente_601689,25,CD_15,CD_06
574477,Cliente_574477,13,CD_18,CD_13
905497,Cliente_905497,27,CD_02,CD_10
297967,Cliente_297967,27,CD_11,CD_20
483063,Cliente_483063,17,CD_19,CD_18
338624,Cliente_338624,30,CD_07,CD_05
953041,Cliente_953041,9,CD_02,CD_07
359710,Cliente_359710,19,CD_09,CD_10
42774,Cliente_42774,17,CD_08,CD_14
163353,Cliente_163353,12,CD_02,CD_15
588679,Cliente_588679,16,CD_15,CD_03
39668,Cliente_39668,30,CD_10,CD_08
154871,Cliente_154871,29,CD_14,CD_17
44897,Cliente_44897,6,CD_12,CD_01
755915,Cliente_755915,20,CD_04,CD_00
693385,Cliente_693385,5,CD_06,CD_18
431675,Cliente_431675,27,CD_00,CD_19
781121,Cliente_781121,19,CD_02,CD_12
655438,Cliente_655438,22,CD_08,CD_14
366166,Cliente_366166,10,CD_20,CD_08
552673,Cliente_552673,8,CD_14,CD_19
610817,Cliente_610817,12,CD_06,CD_19
711520,Cliente_711520,5,CD_09,CD_01
701875,Cliente_701875,30,CD_03,CD_12
682396,Cliente_682396,9,CD_09,CD_05
326606,Cliente_326606,25,CD_16,CD_19
312377,Cliente_312377,11,CD_00,CD_11
149675,Cliente_149675,16,CD_03,CD_18
797887,Cliente_797887,25,CD_10,CD_16
196524,Cliente_196524,7,CD_01,CD_06
167143,Cliente_167143,28,CD_16,CD_13
802038,Cliente_802038,1,CD_10,CD_02
489037,Cliente_489037,22,CD_13,CD_05
645467,Cliente_645467,23,CD_17,CD_06
152112,Cliente_152112,17,CD_02,CD_05
101268,Cliente_101268,10,CD_10,CD_04
682266,Cliente_682266,7,CD_10,CD_04
499362,Cliente_499362,12,CD_15,CD_16
229240,Cliente_229240,13,CD_15,CD_17
993881,Cliente_993881,17,CD_10,CD_16
